Created.Date,Agency.Name,Complaint.Type,Descriptor,Location.Type,Incident.Zip,Incident.Address,Borough,Latitude,Longitude,location,complain
5/13/13 15:14,Department of Transportation,Street Condition,Pothole,,10128, EAST   87 STREET,MANHATTAN,40.77805177,-73.9500643,0,3
4/17/13 6:15,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,,154-30 WILLETS POINT BLVD,QUEENS,NA,NA,0,1
6/10/13 15:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10014,,MANHATTAN,40.74002306,-74.00529023,3,3
3/26/13 15:04,Department of Transportation,Street Light Condition,Street Light Out,,,,BRONX,NA,NA,0,2
3/17/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11225,1119 CARROLL STREET,BROOKLYN,40.66727705,-73.95236412,1,1
2/1/13 0:00,Department of Housing Preservation and Development,CONSTRUCTION,VACANT APARTMENT,RESIDENTIAL BUILDING,10466,3527 EDSON AVENUE,BRONX,40.88175413,-73.84009386,1,5
4/18/13 14:52,Department of Transportation,Street Light Condition,Street Light Out,,,,MANHATTAN,NA,NA,0,2
9/30/13 14:29,A - Queens,Dirty Conditions,E1 Improper Disposal,Sidewalk,11374,66-55 BOOTH STREET,QUEENS,40.72582973,-73.85531072,3,2
11/19/13 21:44,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11432,150-90 VILLAGE ROAD,QUEENS,40.71686011,-73.8084957,3,2
1/24/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11434,170-06 BAISLEY BOULEVARD,QUEENS,40.6810046,-73.77344928,1,1
3/16/13 10:06,Department of Transportation,Broken Muni Meter,No Receipt,Street,11414,,QUEENS,40.65583287,-73.839046,3,3
6/10/13 13:46,Department of Transportation,Street Light Condition,Street Light Out,,10312,,STATEN ISLAND,40.54124608,-74.1586596,0,2
12/20/13 22:00,BCC - Staten Island,Snow,15S Re-Plow/Spread/Ice-Snow Cond.,Street,10314,,STATEN ISLAND,40.58856165,-74.14583564,3,5
7/11/13 10:08,Department of Transportation,Highway Condition,Cave-in,Highway,11367,,QUEENS,40.71632995,-73.82369857,3,5
9/24/13 11:17,Department of Sanitation,Graffiti,Graffiti,Comercial,10458,2562 BRIGGS AVENUE,BRONX,40.86355823,-73.89369144,2,2
7/13/13 5:22,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10028,222 EAST 86 STREET,MANHATTAN,40.77852248,-73.95330275,3,5
7/1/13 13:44,Department of Transportation,Street Light Condition,Street Light Out,,, SHORE BLVD,BROOKLYN,NA,NA,0,2
5/3/13 15:32,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10467,3510 TRYON AVENUE,BRONX,40.88060505,-73.87665333,3,5
2/14/13 18:38,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11206,89 MOORE STREET,BROOKLYN,40.70381897,-73.94207345,2,2
11/25/13 11:49,Department of Transportation,Street Light Condition,Fixture/Luminaire Door Open,,, LONG ISL EXPY,QUEENS,NA,NA,0,2
9/22/13 10:58,Department of Transportation,Street Light Condition,Street Light Out,,10462,2236 GLEASON AVENUE,BRONX,40.83192768,-73.85103999,0,2
11/13/13 14:48,Department of Transportation,DOT Literature Request,Sidewalk Guide for Property Owners- English,,,,Unspecified,NA,NA,0,5
10/24/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10459,1413 PROSPECT AVENUE,BRONX,40.83245511,-73.89660313,1,1
2/3/13 14:35,Department of Transportation,Street Light Condition,Street Light Out,,11216,,BROOKLYN,40.68983865,-73.94519749,0,2
11/26/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10473,520 ROSEDALE AVENUE,BRONX,40.81491422,-73.86529398,1,1
8/12/13 12:32,Department of Transportation,Street Sign - Dangling,"No Parking, Standing, Stopping",Street,10038,111 JOHN STREET,MANHATTAN,40.70767058,-74.00576377,3,5
5/20/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11226,1834 CATON AVENUE,BROOKLYN,40.65178373,-73.96235783,1,1
4/6/13 13:57,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,10452,1192 NELSON AVENUE,BRONX,40.83741242,-73.92555363,0,2
3/20/13 16:30,Department of Transportation,Street Light Condition,Street Light Out,,10310,,STATEN ISLAND,40.63430038,-74.12023967,0,2
4/11/13 11:17,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Missing,,,,MANHATTAN,NA,NA,0,2
1/11/13 9:04,Department of Environmental Protection,Water System,Dirty Water (WE),,11234,2698 E 66 ST,BROOKLYN,40.60625205,-73.91066036,0,1
8/9/13 23:30,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11234,3939 EMMONS AVENUE,BROOKLYN,40.58488412,-73.92664159,2,2
4/10/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11432,90-16 171 STREET,QUEENS,40.7086446,-73.78939536,1,1
3/20/13 9:29,Department of Transportation,Street Condition,Pothole,,11234,,BROOKLYN,40.62326803,-73.93219379,0,3
10/10/13 20:37,P - Queens,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11106,,QUEENS,40.76341639,-73.92842679,3,2
6/7/13 8:24,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10303,55 MERSEREAU AVENUE,STATEN ISLAND,40.63705762,-74.16353895,3,3
7/25/13 20:19,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10456,1055 SHERMAN AVENUE,BRONX,40.83041369,-73.91788273,1,2
11/19/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,11212,356 EAST 98 STREET,BROOKLYN,40.65932428,-73.91661199,1,2
10/12/13 16:47,Department of Transportation,Broken Muni Meter,No Receipt,Street,10024,,MANHATTAN,40.78700234,-73.97551269,3,3
7/26/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11385,69-38 MYRTLE AVENUE,QUEENS,40.70187059,-73.88166535,1,1
12/28/13 9:42,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11417,93-18 ALBERT RD,QUEENS,40.67038974,-73.84194883,0,1
4/24/13 9:25,Department of Transportation,Street Condition,Pothole,,10305,,STATEN ISLAND,40.59759019,-74.07696609,0,3
6/17/13 22:54,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3515 ROCHAMBEAU AVENUE,BRONX,40.88207886,-73.87916757,3,5
10/22/13 16:38,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
12/22/13 7:00,Department of Transportation,Street Condition,Pothole,,10312,10 SNEDEN AVENUE,STATEN ISLAND,40.54057998,-74.17683798,0,3
11/7/13 14:21,Department of Transportation,Traffic Signal Condition,Support Bracket,,11221,,BROOKLYN,40.69764161,-73.92931603,0,3
9/30/13 13:39,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
4/21/13 15:44,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10005,,MANHATTAN,40.70435215,-74.00610973,2,5
3/27/13 14:01,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11419,103-25 118 STREET,QUEENS,40.68716966,-73.82560018,3,5
7/28/13 1:27,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11208,1145 BLAKE AVENUE,BROOKLYN,40.67070256,-73.8753977,3,5
5/2/13 15:37,Department of Transportation,Street Light Condition,In-Line Fuse Missing,,11368,,QUEENS,40.74986915,-73.86272586,0,2
9/2/13 10:13,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,1172 FOREST AVENUE,BRONX,40.82898203,-73.90171433,3,3
6/20/13 16:36,Department of Transportation,Traffic Signal Condition,Controller,,11378,,QUEENS,40.72591973,-73.89533972,0,3
2/26/13 16:41,BCC - Staten Island,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10312,18 BIANCA COURT,STATEN ISLAND,40.56438453,-74.18459235,3,2
7/23/13 0:00,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10473,808 HARDING PARK,BRONX,40.80690105,-73.85735241,1,2
6/22/13 9:17,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11694,163 BEACH 116 STREET,QUEENS,40.57906045,-73.83677946,3,3
6/23/13 13:48,Department of Transportation,Street Condition,Pothole,,11226,138 LINDEN BOULEVARD,BROOKLYN,40.65242016,-73.9538343,0,3
3/27/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,34 ARDEN STREET,MANHATTAN,40.86193738,-73.9271458,1,1
2/1/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,921 MONTGOMERY STREET,BROOKLYN,40.66448197,-73.93389288,1,1
6/16/13 16:51,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,10001,362 WEST 30 STREET,MANHATTAN,40.75039281,-73.99697551,0,1
3/5/13 11:58,Department of Transportation,Broken Muni Meter,Graffiti,Street,11209,505 OVINGTON AVENUE,BROOKLYN,40.63248661,-74.02115206,3,3
2/7/13 8:22,Department of Transportation,Street Light Condition,Street Light Out,,10467,,BRONX,40.86129356,-73.86459268,0,2
4/14/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11221,854 BUSHWICK AVENUE,BROOKLYN,40.694154,-73.92652497,1,4
4/2/13 14:00,Department of Transportation,Street Condition,Pothole,,10466,838 EAST  223 STREET,BRONX,40.88508662,-73.85716657,0,3
2/17/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11223,1905 WEST 10 STREET,BROOKLYN,40.60030996,-73.98207389,1,1
2/16/13 13:05,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,,861 ST MARKS AVENUE,BROOKLYN,NA,NA,3,2
1/13/13 23:01,Department of Finance,DOF Literature Request,Application for Disability Rent Increase Exemption - English,,,,Unspecified,NA,NA,0,4
2/3/13 15:49,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),,,4207 13 AVE,BROOKLYN,NA,NA,0,1
7/24/13 18:15,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,Unspecified,NA,NA,0,4
4/10/13 12:38,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10467,739 EAST 222 STREET,BRONX,40.88528261,-73.86032336,0,2
12/17/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10467,3442 DUNCOMB AVENUE,BRONX,40.87616438,-73.86938977,1,4
12/27/13 16:02,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
10/9/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11226,1800 ALBEMARLE ROAD,BROOKLYN,40.64701608,-73.96246863,1,1
5/24/13 14:25,Department of Transportation,Ferry Inquiry,Lost and Found,Terminal,,,Unspecified,NA,NA,3,5
3/25/13 11:59,Department of Buildings,Boilers,Boiler - Fumes/Smoke/Carbon Monoxide,,11231,9 WEST 9 STREET,BROOKLYN,40.67709933,-74.00611805,0,5
5/25/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,2020 GRAND CONCOURSE,BRONX,40.85159784,-73.9042654,1,1
7/13/13 3:43,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,1319 EAST 84 STREET,BROOKLYN,40.63039142,-73.90255801,3,3
11/24/13 18:39,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11106,35-30 32 STREET,QUEENS,40.75719664,-73.92816997,3,3
4/24/13 19:11,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11367,67-33 KISSENA BOULEVARD,QUEENS,40.73445605,-73.81475248,1,5
8/1/13 13:05,Department of Transportation,Street Sign - Dangling,Bus Stop,Street,10304,,STATEN ISLAND,40.61167106,-74.08833122,3,5
1/2/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10040,40 SHERMAN AVENUE,MANHATTAN,40.86286559,-73.92794738,1,4
11/19/13 13:28,Department of Transportation,Highway Condition,Pothole - Highway,Highway,11368,,QUEENS,40.75216694,-73.85199434,3,5
9/5/13 18:53,Department of Transportation,Street Condition,Cave-in,Street,10457,,BRONX,40.84766743,-73.90102166,3,3
8/2/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10033,60 PINEHURST AVENUE,MANHATTAN,40.85033997,-73.93958552,1,1
2/7/13 15:58,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,Street Address,10025,2528 BROADWAY,MANHATTAN,40.79366037,-73.97249823,4,5
5/16/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10014,84 CHRISTOPHER STREET,MANHATTAN,40.73344944,-74.00387167,1,1
11/8/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10031,3333A BROADWAY,MANHATTAN,40.81989453,-73.95523555,1,1
10/21/13 14:30,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11368,109-33 CORONA AVENUE,QUEENS,40.74174391,-73.85320115,0,1
7/9/13 13:50,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10003,,MANHATTAN,40.72427342,-73.99081824,3,3
12/2/13 10:00,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
12/17/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11104,47-34 39 STREET,QUEENS,40.74083158,-73.92679828,1,1
5/13/13 16:14,Department of Transportation,Street Condition,Pothole,,11422,,QUEENS,40.66000842,-73.73673506,0,3
6/25/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10470,4769 WHITE PLAINS ROAD,BRONX,40.90523938,-73.84953354,1,2
6/17/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10002,504 GRAND STREET,MANHATTAN,40.71467126,-73.9823281,1,1
11/4/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10014,8 JONES STREET,MANHATTAN,40.73220062,-74.00197729,1,1
12/7/13 18:03,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,11201,,BROOKLYN,40.69411969,-73.99461965,3,3
1/11/13 9:37,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11236,8925 FLATLANDS AVENUE,BROOKLYN,40.63990264,-73.90650044,0,1
7/17/13 9:18,Department of Transportation,Street Light Condition,Street Light Out,,,,BRONX,NA,NA,0,2
4/5/13 18:02,Department of Finance,DOF Literature Request,Application for Disability Rent Increase Exemption - English,,,,Unspecified,NA,NA,0,4
6/8/13 18:50,Department of Buildings,General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,,11432,88-22 PARSONS BOULEVARD,QUEENS,40.70644106,-73.80206223,0,2
4/15/13 15:20,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,11219,6014 NEW UTRECHT AVENUE,BROOKLYN,40.62752593,-73.99660281,0,2
2/17/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,2101 ALBEMARLE ROAD,BROOKLYN,40.64738827,-73.95924319,1,1
12/27/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11224,1612 MERMAID AVENUE,BROOKLYN,40.5767077,-73.98395931,1,1
1/30/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11694,3-19 BEACH 98 STREET,QUEENS,40.58578268,-73.82035651,1,2
1/25/13 11:18,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10454,367 SOUTHERN BOULEVARD,BRONX,40.80769095,-73.90803115,3,3
12/12/13 10:24,Department of Transportation,Street Light Condition,Street Light Out,,,,MANHATTAN,NA,NA,0,2
1/4/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,2074 WALLACE AVENUE,BRONX,40.85267001,-73.86485965,1,1
12/16/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11232,3921 5 AVENUE,BROOKLYN,40.65109813,-74.0040687,1,1
11/19/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11220,841 BAY RIDGE AVENUE,BROOKLYN,40.62971824,-74.01383419,1,1
10/27/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,3535 ROCHAMBEAU AVENUE,BRONX,40.88240811,-73.87905848,1,1
9/11/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10472,1319 ELDER AVENUE,BRONX,40.83170884,-73.8799131,1,1
10/10/13 0:00,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,11207,808 BLAKE AVENUE,BROOKLYN,40.66872902,-73.88874262,1,5
12/22/13 9:57,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11361,206-12 46 AVENUE,QUEENS,40.7563335,-73.77560062,0,2
3/26/13 22:15,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472, PUGSLEY AVENUE,BRONX,40.82763071,-73.85635765,3,3
10/30/13 21:45,Department of Transportation,Street Condition,Pothole,,10036,,MANHATTAN,40.7572323,-73.98979219,0,3
4/17/13 13:22,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,, E 15 ST,BROOKLYN,NA,NA,0,1
7/2/13 11:43,Department of Buildings,Elevator,Elevator - Defective/Not Working,,11368,34-12 113 STREET,QUEENS,40.75648094,-73.85573865,0,5
12/9/13 17:59,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11249,200 NORTH 14 STREET,BROOKLYN,40.72289006,-73.95548831,3,5
4/23/13 15:37,Department of Transportation,Street Condition,Pothole,,,3200 BAISLEY AVENUE,BRONX,NA,NA,0,3
2/8/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,,2955 GRAND CONCOURSE,BRONX,NA,NA,1,1
5/16/13 20:38,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10461,1180 NEILL AVENUE,BRONX,40.85500997,-73.85261136,3,5
3/25/13 15:38,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11226,2914 AVENUE D,BROOKLYN,40.64089013,-73.94924091,3,2
12/16/13 19:21,Department of Transportation,Street Light Condition,Street Light Out,,10038,,MANHATTAN,40.70623243,-74.00315955,0,2
10/30/13 7:03,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10014,92 CHRISTOPHER STREET,MANHATTAN,40.73333688,-74.00457888,3,5
11/1/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11211,247 DEVOE STREET,BROOKLYN,40.7139213,-73.93984263,1,1
1/2/13 20:53,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,10458,2366 GRAND CONCOURSE,BRONX,40.85909184,-73.89895491,0,2
12/12/13 15:39,Department of Transportation,Street Light Condition,Street Light Out,,10473,,BRONX,40.82103046,-73.85480746,0,2
3/22/13 0:00,Department of Housing Preservation and Development,NONCONST,SMOKE-DETECTOR,RESIDENTIAL BUILDING,11372,35-15 83 STREET,QUEENS,40.75156102,-73.88368488,1,4
4/26/13 6:47,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11367,,QUEENS,40.73127653,-73.81924986,0,1
10/5/13 12:24,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,11414,161-46 89 STREET,QUEENS,40.65449013,-73.8426172,3,5
12/4/13 14:38,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11373,51-18 GORSLINE STREET,QUEENS,40.73650988,-73.88475399,0,2
7/30/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11221,946 BUSHWICK AVENUE,BROOKLYN,40.69252164,-73.92349769,1,4
7/2/13 0:00,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11373,85-29 BRITTON AVENUE,QUEENS,40.74594171,-73.88021567,1,1
2/13/13 10:10,Department of Transportation,Street Condition,Pothole,,,,QUEENS,NA,NA,0,3
